owner;model_name;created_at;last_updated;family;model_size;previous_size_category;downloads;likes;library_name;pipeline_tag;cleaned_github;title;message;commit_id;date;author;files;names;combined;labels;manual_classification;oussama_classification;automatic_classification
elastic;elastic/distilbert-base-cased-finetuned-conll03-english;11/16/2023;4/18/2024;elastic_distilbert;65.197833;small;20431;14;transformers;token-classification;https://github.com/elastic/elasticsearch-labs;Updates labels;Without retraining;ff3cb6d63dabb99e685761ceba48e7865a921cf9;2/10/2021;joshdevins;config.json;Sporadic Disjoint;updates labels without retraining;model updates;input data;input data;training infrastructure
EleutherAI;EleutherAI/gpt-neox-20b;2/13/2023;6/9/2023;EleutherAI_neox;7000;large;24827;501;transformers;text-generation;https://github.com/EleutherAI/gpt-neox;Adding Evaluation Results (#25);- Adding Evaluation Results (06a9a55b604dd7612a24362ce85bc13ee7c1a8b6) Co-authored-by: Open LLM Leaderboard PR Bot;c292233c833e336628618a88a648727eb3dff0a7;1/31/2024;stellaathena;README.md;Frequent Alignment;adding evaluation results (#25) - adding evaluation results (06a9a55b604dd7612a24362ce85bc13ee7c1a8b6) co-authored-by: open llm leaderboard pr bot;evaluation result addition;validation infrastructure;validation infrastructure;validation infrastructure
EleutherAI;EleutherAI/gpt-neo-1.3B;10/18/2022;7/10/2023;EleutherAI_neox;1365.907456;medium;100999;241;transformers;text-generation;https://github.com/EleutherAI/gpt-neox;Adding Evaluation Results (#7);- Adding Evaluation Results (5423534720f9e62756c3c5c22e837fefbd0f3876) Co-authored-by: Open LLM Leaderboard PR Bot;dbe59a7f4a88d01d1ba9798d78dbe3fe038792c8;1/31/2024;stellaathena;README.md;Frequent Alignment;adding evaluation results (#7) - adding evaluation results (5423534720f9e62756c3c5c22e837fefbd0f3876) co-authored-by: open llm leaderboard pr bot;evaluation result addition;validation infrastructure;validation infrastructure;validation infrastructure
EleutherAI;EleutherAI/gpt-neo-1.3B;10/18/2022;7/10/2023;EleutherAI_neox;1365.907456;medium;100999;241;transformers;text-generation;https://github.com/EleutherAI/gpt-neox;updated LFS git attributes;;9e2547eae3ad7261d6aff352a6f32775215391ea;5/4/2021;guillaume-be;.gitattributes;Frequent Alignment;updated lfs git attributes;LFS updated;pipeline performance;sharing;sharing
EleutherAI;EleutherAI/gpt-neo-1.3B;10/18/2022;7/10/2023;EleutherAI_neox;1365.907456;medium;100999;241;transformers;text-generation;https://github.com/EleutherAI/gpt-neox;Update model card;;12f02fa916cae069abea2882a029a0a53b0af493;3/30/2021;LysandreJik;README.md;Frequent Alignment;update model card;model card update;external documentation;external documentation;external documentation
EleutherAI;EleutherAI/gpt-neo-1.3B;10/18/2022;7/10/2023;EleutherAI_neox;1365.907456;medium;100999;241;transformers;text-generation;https://github.com/EleutherAI/gpt-neox;updated model card title;GPT-Neo 2.7B > GPT-Neo 1.3B;3c81723e63b3f97fe576d32dde90ac302d31b497;3/31/2021;jeffboudier;README.md;Frequent Alignment;updated model card title gpt-neo 2.7b > gpt-neo 1.3b;model card update;external documentation;external documentation;external documentation
EleutherAI;EleutherAI/gpt-neo-125m;11/1/2022;7/10/2023;EleutherAI_neox;2718.416384;medium;324619;168;transformers;text-generation;https://github.com/EleutherAI/gpt-neox;Adding `safetensors` variant of this model (#9);- Adding `safetensors` variant of this model (7af65195821fe1bdf752c96fd00c7cff78ade490) Co-authored-by: Safetensors convertbot;6cb0d322a3a484e99667e7cb240e22f1ac036b99;7/9/2023;stellaathena;.gitattributes, model.safetensors;Frequent Alignment;adding `safetensors` variant of this model (#9) - adding `safetensors` variant of this model (7af65195821fe1bdf752c96fd00c7cff78ade490) co-authored-by: safetensors convertbot;model variant addition;sharing;sharing;model structure
EleutherAI;EleutherAI/gpt-neo-125m;11/1/2022;7/10/2023;EleutherAI_neox;2718.416384;medium;324619;168;transformers;text-generation;https://github.com/EleutherAI/gpt-neox;Update README.md;;c156f2b5ef6cad5f05c452903d7ada524e3fc399;6/21/2023;stellaathena;README.md;Frequent Alignment;update readme.md;readme update;external documentation;external documentation;external documentation
EleutherAI;EleutherAI/gpt-neo-1.3B;10/18/2022;7/10/2023;EleutherAI_neox;1365.907456;medium;100999;241;transformers;text-generation;https://github.com/EleutherAI/gpt-neox;Update README.md;;26e74b2a19841e726a03f8aee8d5bf0b2afdb653;5/20/2021;lg;README.md;Frequent Alignment;update readme.md;readme update;external documentation;external documentation;external documentation
EleutherAI;EleutherAI/gpt-neo-1.3B;10/18/2022;7/10/2023;EleutherAI_neox;1365.907456;medium;100999;241;transformers;text-generation;https://github.com/EleutherAI/gpt-neox;Update README.md;;797174552ae47f449ab70b684cabcb6603e5e85e;12/31/2021;stellaathena;README.md;Frequent Alignment;update readme.md;readme update;external documentation;external documentation;external documentation
EleutherAI;EleutherAI/gpt-neo-125m;11/1/2022;7/10/2023;EleutherAI_neox;2718.416384;medium;324619;168;transformers;text-generation;https://github.com/EleutherAI/gpt-neox;Add missing files and fix tokenizer_config.json (#6);- Add missing files and fix tokenizer_config.json (238d20ef7ed9790a274a19284e6c23b2b18af244) Co-authored-by: Joshua;21def0189f5705e2521767faed922f1f15e7d7db;1/31/2024;stellaathena;generation_config.json, tokenizer.json, tokenizer_config.json;Frequent Alignment;add missing files and fix tokenizer_config.json (#6) - add missing files and fix tokenizer_config.json (238d20ef7ed9790a274a19284e6c23b2b18af244) co-authored-by: joshua;tokenizer file fix;preprocessing;preprocessing;preprocessing
eugenesiow;eugenesiow/bart-paraphrase;3/2/2022;3/28/2023;eugenesiow_bart-paraphrase;406.341721;medium;17408;25;transformers;text2text-generation;https://github.com/eugenesiow/LLM-Insights;initial commit;;60a1f9cd74bcd34a47dd1e6f310ac640e5a51e80;9/13/2021;system;.gitattributes;Rare Disjoing;initial commit;commit initiation;project metadata;project metadata;project metadata
eugenesiow;eugenesiow/bart-paraphrase;3/2/2022;3/28/2023;eugenesiow_bart-paraphrase;406.341721;medium;17408;25;transformers;text2text-generation;https://github.com/eugenesiow/LLM-Insights;Initial commit.;;561b9d9631d608b8c63c01ecb64b5f030cabdd73;9/13/2021;Eugene Siow;README.md, config.json, merges.txt, model_args.json, pytorch_model.bin, special_tokens_map.json, tokenizer.json, tokenizer_config.json, training_args.bin, vocab.json;Rare Disjoing;initial commit.;commit initiation;project metadata;project metadata;project metadata
eugenesiow;eugenesiow/bart-paraphrase;3/2/2022;3/28/2023;eugenesiow_bart-paraphrase;406.341721;medium;17408;25;transformers;text2text-generation;https://github.com/eugenesiow/LLM-Insights;Adding `safetensors` variant of this model (#2);- Adding `safetensors` variant of this model (38e3801b4238ee1d80ee86dca2563d524d9e999d) Co-authored-by: Safetensors convertbot;e0d09a8456792dec7ce5b2129798c32572842213;3/28/2023;eugenesiow;.gitattributes, model.safetensors;Rare Disjoing;adding `safetensors` variant of this model (#2) - adding `safetensors` variant of this model (38e3801b4238ee1d80ee86dca2563d524d9e999d) co-authored-by: safetensors convertbot;model variant addition;model structure;model structure;model structure
facebook;facebook/blenderbot-3B;12/27/2022;12/30/2022;facebook_blenderbot;407.344133;medium;11093;134;transformers;text2text-generation;https://github.com/facebookresearch/ParlAI;initial commit;;4f92eebb8c8258ae8a5e3059b535c080c963e7e3;8/11/2020;system;.gitattributes;Dispersed Alignment;initial commit;commit initiation;project metadata;project metadata;project metadata
facebook;facebook/contriever-msmarco;3/16/2023;9/4/2023;facebook_contriever;0;unknown;89451;18;transformers;feature-extraction;https://github.com/facebookresearch/contriever;initial commit;;34e105a7492f3379b73bcd69692cc08a15c56967;1/19/2022;system;.gitattributes;Rare Disjoing;initial commit;commit initiation;project metadata;project metadata;project metadata
facebook;facebook/roberta-hate-speech-dynabench-r4-target;3/6/2023;6/9/2023;facebook_roberta;600;medium;97077;51;transformers;text-classification;https://github.com/facebookresearch/dynabench;initial commit;;893402a789c094f7dd9ce2281e21aeb485a8b974;6/10/2022;Tristan Thrush;.gitattributes;Rare Disjoing;initial commit;commit initiation;project metadata;project metadata;project metadata
facebook;facebook/hubert-base-ls960;2/15/2023;9/27/2023;facebook_hubert;418;medium;153992;40;transformers;feature-extraction;https://github.com/facebookresearch/av_hubert;initial commit;;69323b68860db9db18b4c772e711b6d4da151f29;5/26/2021;system;.gitattributes;Sporadic Disjoint;initial commit;commit initiation;project metadata;project metadata;project metadata
facebook;facebook/wmt19-ru-en;5/11/2022;1/24/2023;facebook_wmt19;1300;medium;21866;17;transformers;translation;https://github.com/facebookresearch/evaluation-of-nmt-bt;initial commit;;04146a888420734eec9cbb35bdc70f1c26621d48;9/15/2020;system;.gitattributes;Sporadic Disjoint;initial commit;commit initiation;project metadata;project metadata;project metadata
facebook;facebook/esm2_t12_35M_UR50D;2/16/2023;2/17/2023;facebook_esm2;0;unknown;255900;8;transformers;fill-mask;https://github.com/facebookresearch/esm;initial commit;;a1b23b1f6d28ff5af4d2bcec8452344dc441145d;9/27/2022;Rocketknight1;.gitattributes;Intermittent Alignment;initial commit;commit initiation;project metadata;project metadata;project metadata
facebook;facebook/esm2_t30_150M_UR50D;9/21/2022;9/21/2022;facebook_esm2;7.841868;small;719521;2;transformers;fill-mask;https://github.com/facebookresearch/esm;initial commit;;bee8d673887bb2d9534943bf734bed2ef1be73f0;9/27/2022;Rocketknight1;.gitattributes;Intermittent Alignment;initial commit;commit initiation;project metadata;project metadata;project metadata
facebook;facebook/blenderbot-3B;12/27/2022;12/30/2022;facebook_blenderbot;407.344133;medium;11093;134;transformers;text2text-generation;https://github.com/facebookresearch/ParlAI;Update config.json;;42197e791c34a1763d4172c6444607c601389b00;8/11/2020;system;config.json;Dispersed Alignment;update config.json;config file update;parameter tuning;parameter tuning;parameter tuning
facebook;facebook/roberta-hate-speech-dynabench-r4-target;3/6/2023;6/9/2023;facebook_roberta;600;medium;97077;51;transformers;text-classification;https://github.com/facebookresearch/dynabench;Update config.json;;99d5a789614a3ab67432ab3150319660ba946fe9;6/10/2022;Tristan Thrush;config.json;Rare Disjoing;update config.json;config file update;parameter tuning;parameter tuning;parameter tuning
facebook;facebook/hubert-base-ls960;2/15/2023;9/27/2023;facebook_hubert;418;medium;153992;40;transformers;feature-extraction;https://github.com/facebookresearch/av_hubert;Update config.json;;e16f1b664ae8372daa0194c516e976dbae1f5b88;10/20/2021;patrickvonplaten;config.json;Sporadic Disjoint;update config.json;config file update;parameter tuning;parameter tuning;parameter tuning
facebook;facebook/hubert-base-ls960;2/15/2023;9/27/2023;facebook_hubert;418;medium;153992;40;transformers;feature-extraction;https://github.com/facebookresearch/av_hubert;Update config.json;;790df31275a176d3264c395e8347fcbe661ab54b;10/20/2021;patrickvonplaten;config.json;Sporadic Disjoint;update config.json;config file update;parameter tuning;parameter tuning;parameter tuning
facebook;facebook/wmt19-ru-en;5/11/2022;1/24/2023;facebook_wmt19;1300;medium;21866;17;transformers;translation;https://github.com/facebookresearch/evaluation-of-nmt-bt;Update config.json;;c6a279167713d432ca9402a711e228fea5d95b47;9/15/2020;system;config.json;Sporadic Disjoint;update config.json;config file update;parameter tuning;parameter tuning;parameter tuning
facebook;facebook/blenderbot-400M-distill;6/7/2022;1/24/2023;facebook_blenderbot;0;unknown;30649;359;transformers;text2text-generation;https://github.com/facebookresearch/ParlAI;Adding generation config file(s);;0d22f9d134f4553eec0d26304ee54967a398c8e3;1/24/2023;joaogante;generation_config.json;Dispersed Alignment;adding generation config file(s);generation config addition;parameter tuning;parameter tuning;parameter tuning
